graph_id,gt_x,gt_y,gt_th,est_x,est_y,est_th,err_x,err_y,err_th,err_trans,err_rot
1,-8.000000000e+00,-7.000000000e+00,1.570796371e+00,-8.020234108e+00,-6.981920242e+00,1.568319082e+00,1.807975769e-02,2.023410797e-02,-2.477328992e-03,2.713478915e-02,2.477328992e-03
2,-8.000000000e+00,-6.000000000e+00,0.000000000e+00,-8.033974648e+00,-5.973605156e+00,-3.501838772e-03,-3.397464752e-02,2.639484406e-02,-3.501838772e-03,4.302283749e-02,3.501838772e-03
3,-8.000000000e+00,-5.000000000e+00,1.570796371e+00,-8.040177345e+00,-4.954495907e+00,1.564937711e+00,4.550409317e-02,4.017734528e-02,-5.858637858e-03,6.070289761e-02,5.858637858e-03
4,-8.000000000e+00,-4.000000000e+00,0.000000000e+00,-8.044182777e+00,-3.943147659e+00,-6.460938603e-03,-4.418277740e-02,5.685234070e-02,-6.460938603e-03,7.200212777e-02,6.460938603e-03
5,-8.000000000e+00,-3.000000000e+00,1.570796371e+00,-8.042719841e+00,-2.928736210e+00,1.562384129e+00,7.126379013e-02,4.271984100e-02,-8.412283845e-03,8.308737725e-02,8.412283845e-03
6,-8.000000000e+00,-2.000000000e+00,0.000000000e+00,-8.041265488e+00,-1.916916132e+00,-9.970166720e-03,-4.126548767e-02,8.308386803e-02,-9.970166720e-03,9.276728332e-02,9.970166720e-03
7,-8.000000000e+00,-1.000000000e+00,1.570796371e+00,-8.034843445e+00,-9.035329223e-01,1.559665203e+00,9.646707773e-02,3.484344482e-02,-1.113114320e-02,1.025668681e-01,1.113114320e-02
8,-8.000000000e+00,0.000000000e+00,0.000000000e+00,-8.025646210e+00,1.104511619e-01,-1.290061697e-02,-2.564620972e-02,1.104511619e-01,-1.290061697e-02,1.133895367e-01,1.290061697e-02
9,-8.000000000e+00,1.000000000e+00,1.570796371e+00,-8.012598038e+00,1.119516969e+00,1.557300925e+00,1.195169687e-01,1.259803772e-02,-1.349540241e-02,1.201791018e-01,1.349540241e-02
10,-8.000000000e+00,2.000000000e+00,0.000000000e+00,-7.998380184e+00,2.134110928e+00,-1.535068639e-02,1.619815826e-03,1.341109276e-01,-1.535068639e-02,1.341207176e-01,1.535068639e-02
11,-8.000000000e+00,3.000000000e+00,1.570796371e+00,-7.983024120e+00,3.144011736e+00,1.554822564e+00,1.440117359e-01,-1.697587967e-02,-1.597379707e-02,1.450088322e-01,1.597379707e-02
12,-8.000000000e+00,4.000000000e+00,0.000000000e+00,-7.959949970e+00,4.166660309e+00,-1.818983257e-02,4.005002975e-02,1.666603088e-01,-1.818983257e-02,1.714049727e-01,1.818983257e-02
